"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.66726","23.68446","花蓮縣","種","熱帶斑海豚","熱帶斑海豚","Stenella attenuata","","200-250","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.65510","23.79394","花蓮縣","目","未知鯨豚","未知鯨豚","Unknown","","無法判斷","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","","","",""
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.63690","23.86005","花蓮縣","種","長吻飛旋海豚","長吻飛旋海豚","Stenella longirostris","","100-150","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.67909","23.87622","花蓮縣","種","熱帶斑海豚","熱帶斑海豚","Stenella attenuata","","100-150","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.68773","23.89090","花蓮縣","種","抹香鯨","抹香鯨","Physeter macrocephalus","","無法判斷","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Physeteridae","抹香鯨科","Physeter","抹香鯨屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.72836","23.84229","花蓮縣","種","小抹香鯨","小抹香鯨","Kogia breviceps","","1","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Kogiidae","小抹香鯨科","Kogia","小抹香鯨屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.62724","23.96967","花蓮縣","種","長吻飛旋海豚","長吻飛旋海豚","Stenella longirostris","","無法判斷","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","30","目視調查","121.63263","23.93928","花蓮縣","種","長吻飛旋海豚","長吻飛旋海豚","Stenella longirostris","","180-250","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","30","目視調查","121.77474","23.83484","花蓮縣","種","熱帶斑海豚","熱帶斑海豚","Stenella attenuata","","150-200","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","30","目視調查","121.68479","23.79320","花蓮縣","種","小抹香鯨","小抹香鯨","Kogia breviceps","","2","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Kogiidae","小抹香鯨科","Kogia","小抹香鯨屬"
